timestamp, siteid, sensorid, value
Tue Jan 07 10:30:00 PST 2020,4,1,66
Tue Jan 07 10:30:00 PST 2020,4,2,13
Tue Jan 07 10:30:00 PST 2020,4,3,57
Tue Jan 07 10:45:00 PST 2020,1,1,90
Tue Jan 07 10:45:00 PST 2020,1,2,13
Tue Jan 07 10:45:00 PST 2020,1,3,67
Tue Jan 07 10:45:00 PST 2020,2,1,96
Tue Jan 07 10:45:00 PST 2020,2,2,13
Tue Jan 07 10:45:00 PST 2020,2,3,25
Tue Jan 07 10:45:00 PST 2020,3,1,33
Tue Jan 07 10:45:00 PST 2020,3,2,#ERROR#
Tue Jan 07 10:45:00 PST 2020,3,3,32
Tue Jan 07 10:45:00 PST 2020,4,1,17
Tue Jan 07 10:45:00 PST 2020,4,2,13
Tue Jan 07 10:45:00 PST 2020,4,3,25
Tue Jan 07 11:00:00 PST 2020,1,1,62
Tue Jan 07 11:00:00 PST 2020,1,2,#ERROR#
Tue Jan 07 11:00:00 PST 2020,1,3,80
Tue Jan 07 11:00:00 PST 2020,2,1,16
Tue Jan 07 11:00:00 PST 2020,2,2,14
Tue Jan 07 11:00:00 PST 2020,2,3,80
Tue Jan 07 11:00:00 PST 2020,3,1,#NA#
Tue Jan 07 11:00:00 PST 2020,3,2,#NA#
Tue Jan 07 11:00:00 PST 2020,3,3,88
Tue Jan 07 11:00:00 PST 2020,4,1,20
Tue Jan 07 11:00:00 PST 2020,4,2,14
Tue Jan 07 11:00:00 PST 2020,4,3,65
Tue Jan 07 11:15:00 PST 2020,1,1,28
Tue Jan 07 11:15:00 PST 2020,1,2,14
Tue Jan 07 11:15:00 PST 2020,1,3,26
Tue Jan 07 11:15:00 PST 2020,2,1,5
Tue Jan 07 11:15:00 PST 2020,2,2,14
Tue Jan 07 11:15:00 PST 2020,2,3,#ERROR#
Tue Jan 07 11:15:00 PST 2020,3,1,97
Tue Jan 07 11:15:00 PST 2020,3,2,14
Tue Jan 07 11:15:00 PST 2020,3,3,2
Tue Jan 07 11:15:00 PST 2020,4,1,80
Tue Jan 07 11:15:00 PST 2020,4,2,#ERROR#
Tue Jan 07 11:15:00 PST 2020,4,3,17
Tue Jan 07 11:30:00 PST 2020,1,1,90
Tue Jan 07 11:30:00 PST 2020,1,2,14
Tue Jan 07 11:30:00 PST 2020,1,3,21
Tue Jan 07 11:30:00 PST 2020,2,1,76
Tue Jan 07 11:30:00 PST 2020,2,2,14
Tue Jan 07 11:30:00 PST 2020,2,3,63
Tue Jan 07 11:30:00 PST 2020,3,1,47
Tue Jan 07 11:30:00 PST 2020,3,2,14
Tue Jan 07 11:30:00 PST 2020,3,3,50
Tue Jan 07 11:30:00 PST 2020,4,1,58
Tue Jan 07 11:30:00 PST 2020,4,2,14
Tue Jan 07 11:30:00 PST 2020,4,3,4
Tue Jan 07 11:45:00 PST 2020,1,1,93
Tue Jan 07 11:45:00 PST 2020,1,2,14
Tue Jan 07 11:45:00 PST 2020,1,3,13
Tue Jan 07 11:45:00 PST 2020,2,1,32
Tue Jan 07 11:45:00 PST 2020,2,2,14
Tue Jan 07 11:45:00 PST 2020,2,3,63
Tue Jan 07 11:45:00 PST 2020,3,1,74
Tue Jan 07 11:45:00 PST 2020,3,2,14
Tue Jan 07 11:45:00 PST 2020,3,3,36
Tue Jan 07 11:45:00 PST 2020,4,1,5
Tue Jan 07 11:45:00 PST 2020,4,2,14
Tue Jan 07 11:45:00 PST 2020,4,3,16
Tue Jan 07 12:00:00 PST 2020,1,1,17
Tue Jan 07 12:00:00 PST 2020,1,2,14
Tue Jan 07 12:00:00 PST 2020,1,3,53
Tue Jan 07 12:00:00 PST 2020,2,1,68
Tue Jan 07 12:00:00 PST 2020,2,2,14
Tue Jan 07 12:00:00 PST 2020,2,3,12
Tue Jan 07 12:00:00 PST 2020,3,1,95
Tue Jan 07 12:00:00 PST 2020,3,2,#NA#
Tue Jan 07 12:00:00 PST 2020,3,3,15
Tue Jan 07 12:00:00 PST 2020,4,1,74
Tue Jan 07 12:00:00 PST 2020,4,2,14
Tue Jan 07 12:00:00 PST 2020,4,3,73
Tue Jan 07 12:15:00 PST 2020,1,1,86
Tue Jan 07 12:15:00 PST 2020,1,2,15
Tue Jan 07 12:15:00 PST 2020,1,3,48
Tue Jan 07 12:15:00 PST 2020,2,1,15
Tue Jan 07 12:15:00 PST 2020,2,2,15
Tue Jan 07 12:15:00 PST 2020,2,3,96
Tue Jan 07 12:15:00 PST 2020,3,1,22
Tue Jan 07 12:15:00 PST 2020,3,2,15
Tue Jan 07 12:15:00 PST 2020,3,3,73
Tue Jan 07 12:15:00 PST 2020,4,1,34
Tue Jan 07 12:15:00 PST 2020,4,2,15
Tue Jan 07 12:15:00 PST 2020,4,3,2
Tue Jan 07 12:30:00 PST 2020,1,1,9
Tue Jan 07 12:30:00 PST 2020,1,2,15
Tue Jan 07 12:30:00 PST 2020,1,3,55
Tue Jan 07 12:30:00 PST 2020,2,1,30
Tue Jan 07 12:30:00 PST 2020,2,2,151
Tue Jan 07 12:30:00 PST 2020,2,3,59
Tue Jan 07 12:30:00 PST 2020,3,1,15
Tue Jan 07 12:30:00 PST 2020,3,2,15
Tue Jan 07 12:30:00 PST 2020,3,3,69
Tue Jan 07 12:30:00 PST 2020,4,1,3
Tue Jan 07 12:30:00 PST 2020,4,2,15
Tue Jan 07 12:30:00 PST 2020,4,3,67
Tue Jan 07 12:45:00 PST 2020,1,1,61
Tue Jan 07 12:45:00 PST 2020,1,2,15
Tue Jan 07 12:45:00 PST 2020,1,3,21
Tue Jan 07 12:45:00 PST 2020,2,1,#ERROR#
Tue Jan 07 12:45:00 PST 2020,2,2,15
Tue Jan 07 12:45:00 PST 2020,2,3,76
Tue Jan 07 12:45:00 PST 2020,3,1,19
Tue Jan 07 12:45:00 PST 2020,3,2,15
Tue Jan 07 12:45:00 PST 2020,3,3,44
Tue Jan 07 12:45:00 PST 2020,4,1,36
Tue Jan 07 12:45:00 PST 2020,4,2,15
Tue Jan 07 12:45:00 PST 2020,4,3,97
Tue Jan 07 13:00:00 PST 2020,1,1,61
Tue Jan 07 13:00:00 PST 2020,1,2,15
Tue Jan 07 13:00:00 PST 2020,1,3,65
Tue Jan 07 13:00:00 PST 2020,2,1,19
Tue Jan 07 13:00:00 PST 2020,2,2,15
Tue Jan 07 13:00:00 PST 2020,2,3,4
Tue Jan 07 13:00:00 PST 2020,3,1,71
Tue Jan 07 13:00:00 PST 2020,3,2,15
Tue Jan 07 13:00:00 PST 2020,3,3,15
Tue Jan 07 13:00:00 PST 2020,4,1,20
Tue Jan 07 13:00:00 PST 2020,4,2,15
Tue Jan 07 13:00:00 PST 2020,4,3,86
Tue Jan 07 13:15:00 PST 2020,1,1,91
Tue Jan 07 13:15:00 PST 2020,1,2,15
Tue Jan 07 13:15:00 PST 2020,1,3,11
Tue Jan 07 13:15:00 PST 2020,2,1,25
Tue Jan 07 13:15:00 PST 2020,2,2,15
Tue Jan 07 13:15:00 PST 2020,2,3,50
Tue Jan 07 13:15:00 PST 2020,3,1,17
Tue Jan 07 13:15:00 PST 2020,3,2,15
Tue Jan 07 13:15:00 PST 2020,3,3,149
Tue Jan 07 13:15:00 PST 2020,4,1,7
Tue Jan 07 13:15:00 PST 2020,4,2,15
Tue Jan 07 13:15:00 PST 2020,4,3,12
Tue Jan 07 13:30:00 PST 2020,1,1,70
Tue Jan 07 13:30:00 PST 2020,1,2,16
Tue Jan 07 13:30:00 PST 2020,1,3,67
Tue Jan 07 13:30:00 PST 2020,2,1,64
Tue Jan 07 13:30:00 PST 2020,2,2,16
Tue Jan 07 13:30:00 PST 2020,2,3,60
Tue Jan 07 13:30:00 PST 2020,3,1,-88
Tue Jan 07 13:30:00 PST 2020,3,2,16
Tue Jan 07 13:30:00 PST 2020,3,3,93
Tue Jan 07 13:30:00 PST 2020,4,1,0
Tue Jan 07 13:30:00 PST 2020,4,2,#NA#
Tue Jan 07 13:30:00 PST 2020,4,3,75
Tue Jan 07 13:45:00 PST 2020,1,1,46
Tue Jan 07 13:45:00 PST 2020,1,2,16
Tue Jan 07 13:45:00 PST 2020,1,3,9
Tue Jan 07 13:45:00 PST 2020,2,1,69
Tue Jan 07 13:45:00 PST 2020,2,2,16
Tue Jan 07 13:45:00 PST 2020,2,3,83
Tue Jan 07 13:45:00 PST 2020,3,1,80
Tue Jan 07 13:45:00 PST 2020,3,2,16
Tue Jan 07 13:45:00 PST 2020,3,3,61
Tue Jan 07 13:45:00 PST 2020,4,1,47
Tue Jan 07 13:45:00 PST 2020,4,2,16
Tue Jan 07 13:45:00 PST 2020,4,3,#ERROR#
Tue Jan 07 14:00:00 PST 2020,1,1,78
Tue Jan 07 14:00:00 PST 2020,1,2,16
Tue Jan 07 14:00:00 PST 2020,1,3,79
Tue Jan 07 14:00:00 PST 2020,2,1,80
Tue Jan 07 14:00:00 PST 2020,2,2,16
Tue Jan 07 14:00:00 PST 2020,2,3,62
Tue Jan 07 14:00:00 PST 2020,3,1,40
Tue Jan 07 14:00:00 PST 2020,3,2,16
Tue Jan 07 14:00:00 PST 2020,3,3,41
Tue Jan 07 14:00:00 PST 2020,4,1,23
Tue Jan 07 14:00:00 PST 2020,4,2,16
Tue Jan 07 14:00:00 PST 2020,4,3,89
Tue Jan 07 14:15:00 PST 2020,1,1,25
Tue Jan 07 14:15:00 PST 2020,1,2,16
Tue Jan 07 14:15:00 PST 2020,1,3,54
Tue Jan 07 14:15:00 PST 2020,2,1,94
Tue Jan 07 14:15:00 PST 2020,2,2,16
Tue Jan 07 14:15:00 PST 2020,2,3,60
Tue Jan 07 14:15:00 PST 2020,3,1,72
Tue Jan 07 14:15:00 PST 2020,3,2,16
Tue Jan 07 14:15:00 PST 2020,3,3,88
Tue Jan 07 14:15:00 PST 2020,4,1,44
Tue Jan 07 14:15:00 PST 2020,4,2,16
Tue Jan 07 14:15:00 PST 2020,4,3,64
Tue Jan 07 14:30:00 PST 2020,1,1,85
Tue Jan 07 14:30:00 PST 2020,1,2,16
Tue Jan 07 14:30:00 PST 2020,1,3,#NA#
Tue Jan 07 14:30:00 PST 2020,2,1,47
Tue Jan 07 14:30:00 PST 2020,2,2,16
Tue Jan 07 14:30:00 PST 2020,2,3,7
Tue Jan 07 14:30:00 PST 2020,3,1,51
Tue Jan 07 14:30:00 PST 2020,3,2,16
Tue Jan 07 14:30:00 PST 2020,3,3,18
Tue Jan 07 14:30:00 PST 2020,4,1,89
Tue Jan 07 14:30:00 PST 2020,4,2,173
Tue Jan 07 14:30:00 PST 2020,4,3,6
Tue Jan 07 14:45:00 PST 2020,1,1,4
Tue Jan 07 14:45:00 PST 2020,1,2,17
Tue Jan 07 14:45:00 PST 2020,1,3,77
Tue Jan 07 14:45:00 PST 2020,2,1,200
Tue Jan 07 14:45:00 PST 2020,2,2,17
Tue Jan 07 14:45:00 PST 2020,2,3,49
Tue Jan 07 14:45:00 PST 2020,3,1,25
Tue Jan 07 14:45:00 PST 2020,3,2,17
Tue Jan 07 14:45:00 PST 2020,3,3,91
Tue Jan 07 14:45:00 PST 2020,4,1,48
Tue Jan 07 14:45:00 PST 2020,4,2,17
Tue Jan 07 14:45:00 PST 2020,4,3,54
Tue Jan 07 15:00:00 PST 2020,1,1,80
Tue Jan 07 15:00:00 PST 2020,1,2,17
Tue Jan 07 15:00:00 PST 2020,1,3,86
Tue Jan 07 15:00:00 PST 2020,2,1,52
Tue Jan 07 15:00:00 PST 2020,2,2,-86
Tue Jan 07 15:00:00 PST 2020,2,3,77
Tue Jan 07 15:00:00 PST 2020,3,1,3
Tue Jan 07 15:00:00 PST 2020,3,2,168
Tue Jan 07 15:00:00 PST 2020,3,3,28
Tue Jan 07 15:00:00 PST 2020,4,1,84
Tue Jan 07 15:00:00 PST 2020,4,2,17
Tue Jan 07 15:00:00 PST 2020,4,3,62
Tue Jan 07 15:15:00 PST 2020,1,1,36
Tue Jan 07 15:15:00 PST 2020,1,2,17
Tue Jan 07 15:15:00 PST 2020,1,3,94
Tue Jan 07 15:15:00 PST 2020,2,1,10
Tue Jan 07 15:15:00 PST 2020,2,2,17
Tue Jan 07 15:15:00 PST 2020,2,3,#ERROR#
Tue Jan 07 15:15:00 PST 2020,3,1,163
Tue Jan 07 15:15:00 PST 2020,3,2,17
Tue Jan 07 15:15:00 PST 2020,3,3,143
Tue Jan 07 15:15:00 PST 2020,4,1,98
Tue Jan 07 15:15:00 PST 2020,4,2,-72
Tue Jan 07 15:15:00 PST 2020,4,3,19
Tue Jan 07 15:30:00 PST 2020,1,1,33
Tue Jan 07 15:30:00 PST 2020,1,2,17
Tue Jan 07 15:30:00 PST 2020,1,3,14
Tue Jan 07 15:30:00 PST 2020,2,1,126
Tue Jan 07 15:30:00 PST 2020,2,2,17
Tue Jan 07 15:30:00 PST 2020,2,3,44
Tue Jan 07 15:30:00 PST 2020,3,1,57
Tue Jan 07 15:30:00 PST 2020,3,2,17
Tue Jan 07 15:30:00 PST 2020,3,3,95
Tue Jan 07 15:30:00 PST 2020,4,1,45
Tue Jan 07 15:30:00 PST 2020,4,2,17
Tue Jan 07 15:30:00 PST 2020,4,3,78
Tue Jan 07 15:45:00 PST 2020,1,1,#NA#
Tue Jan 07 15:45:00 PST 2020,1,2,17
Tue Jan 07 15:45:00 PST 2020,1,3,30
Tue Jan 07 15:45:00 PST 2020,2,1,95
Tue Jan 07 15:45:00 PST 2020,2,2,17
Tue Jan 07 15:45:00 PST 2020,2,3,#ERROR#
Tue Jan 07 15:45:00 PST 2020,3,1,16
Tue Jan 07 15:45:00 PST 2020,3,2,#ERROR#
Tue Jan 07 15:45:00 PST 2020,3,3,18
Tue Jan 07 15:45:00 PST 2020,4,1,24
Tue Jan 07 15:45:00 PST 2020,4,2,17
Tue Jan 07 15:45:00 PST 2020,4,3,27
Tue Jan 07 16:00:00 PST 2020,1,1,58
Tue Jan 07 16:00:00 PST 2020,1,2,18
Tue Jan 07 16:00:00 PST 2020,1,3,13
Tue Jan 07 16:00:00 PST 2020,2,1,15
Tue Jan 07 16:00:00 PST 2020,2,2,18
Tue Jan 07 16:00:00 PST 2020,2,3,100
Tue Jan 07 16:00:00 PST 2020,3,1,94
Tue Jan 07 16:00:00 PST 2020,3,2,#NA#
Tue Jan 07 16:00:00 PST 2020,3,3,23
Tue Jan 07 16:00:00 PST 2020,4,1,84
Tue Jan 07 16:00:00 PST 2020,4,2,18
Tue Jan 07 16:00:00 PST 2020,4,3,9
Tue Jan 07 16:15:00 PST 2020,1,1,90
Tue Jan 07 16:15:00 PST 2020,1,2,18
Tue Jan 07 16:15:00 PST 2020,1,3,61
Tue Jan 07 16:15:00 PST 2020,2,1,#ERROR#
Tue Jan 07 16:15:00 PST 2020,2,2,18
Tue Jan 07 16:15:00 PST 2020,2,3,64
Tue Jan 07 16:15:00 PST 2020,3,1,72
Tue Jan 07 16:15:00 PST 2020,3,2,18
Tue Jan 07 16:15:00 PST 2020,3,3,#NA#
Tue Jan 07 16:15:00 PST 2020,4,1,7
Tue Jan 07 16:15:00 PST 2020,4,2,18
Tue Jan 07 16:15:00 PST 2020,4,3,124
Tue Jan 07 16:30:00 PST 2020,1,1,4
Tue Jan 07 16:30:00 PST 2020,1,2,18
Tue Jan 07 16:30:00 PST 2020,1,3,98
Tue Jan 07 16:30:00 PST 2020,2,1,25
Tue Jan 07 16:30:00 PST 2020,2,2,18
Tue Jan 07 16:30:00 PST 2020,2,3,88
Tue Jan 07 16:30:00 PST 2020,3,1,77
Tue Jan 07 16:30:00 PST 2020,3,2,18
Tue Jan 07 16:30:00 PST 2020,3,3,83
Tue Jan 07 16:30:00 PST 2020,4,1,59
Tue Jan 07 16:30:00 PST 2020,4,2,18
Tue Jan 07 16:30:00 PST 2020,4,3,23
Tue Jan 07 16:45:00 PST 2020,1,1,48
Tue Jan 07 16:45:00 PST 2020,1,2,18
Tue Jan 07 16:45:00 PST 2020,1,3,22
Tue Jan 07 16:45:00 PST 2020,2,1,9
Tue Jan 07 16:45:00 PST 2020,2,2,18
Tue Jan 07 16:45:00 PST 2020,2,3,73
Tue Jan 07 16:45:00 PST 2020,3,1,54
Tue Jan 07 16:45:00 PST 2020,3,2,18
Tue Jan 07 16:45:00 PST 2020,3,3,51
Tue Jan 07 16:45:00 PST 2020,4,1,33
Tue Jan 07 16:45:00 PST 2020,4,2,18
Tue Jan 07 16:45:00 PST 2020,4,3,58
Tue Jan 07 17:00:00 PST 2020,1,1,78
Tue Jan 07 17:00:00 PST 2020,1,2,18
Tue Jan 07 17:00:00 PST 2020,1,3,77
Tue Jan 07 17:00:00 PST 2020,2,1,77
Tue Jan 07 17:00:00 PST 2020,2,2,18
Tue Jan 07 17:00:00 PST 2020,2,3,35
Tue Jan 07 17:00:00 PST 2020,3,1,125
Tue Jan 07 17:00:00 PST 2020,3,2,172
Tue Jan 07 17:00:00 PST 2020,3,3,14
Tue Jan 07 17:00:00 PST 2020,4,1,-10
Tue Jan 07 17:00:00 PST 2020,4,2,#ERROR#
Tue Jan 07 17:00:00 PST 2020,4,3,100
Tue Jan 07 17:15:00 PST 2020,1,1,41
Tue Jan 07 17:15:00 PST 2020,1,2,155
Tue Jan 07 17:15:00 PST 2020,1,3,174
Tue Jan 07 17:15:00 PST 2020,2,1,4
Tue Jan 07 17:15:00 PST 2020,2,2,19
Tue Jan 07 17:15:00 PST 2020,2,3,24
Tue Jan 07 17:15:00 PST 2020,3,1,77
Tue Jan 07 17:15:00 PST 2020,3,2,19
Tue Jan 07 17:15:00 PST 2020,3,3,60
Tue Jan 07 17:15:00 PST 2020,4,1,41
Tue Jan 07 17:15:00 PST 2020,4,2,19
Tue Jan 07 17:15:00 PST 2020,4,3,41
Tue Jan 07 17:30:00 PST 2020,1,1,100
Tue Jan 07 17:30:00 PST 2020,1,2,19
Tue Jan 07 17:30:00 PST 2020,1,3,83
Tue Jan 07 17:30:00 PST 2020,2,1,96
Tue Jan 07 17:30:00 PST 2020,2,2,19
Tue Jan 07 17:30:00 PST 2020,2,3,90
Tue Jan 07 17:30:00 PST 2020,3,1,18
Tue Jan 07 17:30:00 PST 2020,3,2,19
Tue Jan 07 17:30:00 PST 2020,3,3,-38
Tue Jan 07 17:30:00 PST 2020,4,1,61
Tue Jan 07 17:30:00 PST 2020,4,2,19
Tue Jan 07 17:30:00 PST 2020,4,3,-1
Tue Jan 07 17:45:00 PST 2020,1,1,18
Tue Jan 07 17:45:00 PST 2020,1,2,19
Tue Jan 07 17:45:00 PST 2020,1,3,82
Tue Jan 07 17:45:00 PST 2020,2,1,26
Tue Jan 07 17:45:00 PST 2020,2,2,19
Tue Jan 07 17:45:00 PST 2020,2,3,3
Tue Jan 07 17:45:00 PST 2020,3,1,83
Tue Jan 07 17:45:00 PST 2020,3,2,19
Tue Jan 07 17:45:00 PST 2020,3,3,95
Tue Jan 07 17:45:00 PST 2020,4,1,23
Tue Jan 07 17:45:00 PST 2020,4,2,19
Tue Jan 07 17:45:00 PST 2020,4,3,32
Tue Jan 07 18:00:00 PST 2020,1,1,59
Tue Jan 07 18:00:00 PST 2020,1,2,19
Tue Jan 07 18:00:00 PST 2020,1,3,113
Tue Jan 07 18:00:00 PST 2020,2,1,84
Tue Jan 07 18:00:00 PST 2020,2,2,19
Tue Jan 07 18:00:00 PST 2020,2,3,#ERROR#
Tue Jan 07 18:00:00 PST 2020,3,1,51
Tue Jan 07 18:00:00 PST 2020,3,2,19
Tue Jan 07 18:00:00 PST 2020,3,3,27
Tue Jan 07 18:00:00 PST 2020,4,1,57
Tue Jan 07 18:00:00 PST 2020,4,2,19
Tue Jan 07 18:00:00 PST 2020,4,3,13
Tue Jan 07 18:15:00 PST 2020,1,1,40
Tue Jan 07 18:15:00 PST 2020,1,2,#ERROR#
Tue Jan 07 18:15:00 PST 2020,1,3,72
Tue Jan 07 18:15:00 PST 2020,2,1,7
Tue Jan 07 18:15:00 PST 2020,2,2,19
Tue Jan 07 18:15:00 PST 2020,2,3,54
Tue Jan 07 18:15:00 PST 2020,3,1,43
Tue Jan 07 18:15:00 PST 2020,3,2,19
Tue Jan 07 18:15:00 PST 2020,3,3,94
Tue Jan 07 18:15:00 PST 2020,4,1,13
Tue Jan 07 18:15:00 PST 2020,4,2,19
Tue Jan 07 18:15:00 PST 2020,4,3,67
Tue Jan 07 18:30:00 PST 2020,1,1,26
Tue Jan 07 18:30:00 PST 2020,1,2,20
Tue Jan 07 18:30:00 PST 2020,1,3,#ERROR#
Tue Jan 07 18:30:00 PST 2020,2,1,6
Tue Jan 07 18:30:00 PST 2020,2,2,20
Tue Jan 07 18:30:00 PST 2020,2,3,63
Tue Jan 07 18:30:00 PST 2020,3,1,66
Tue Jan 07 18:30:00 PST 2020,3,2,20
Tue Jan 07 18:30:00 PST 2020,3,3,79
Tue Jan 07 18:30:00 PST 2020,4,1,48
Tue Jan 07 18:30:00 PST 2020,4,2,20
Tue Jan 07 18:30:00 PST 2020,4,3,65
Tue Jan 07 18:45:00 PST 2020,1,1,129
Tue Jan 07 18:45:00 PST 2020,1,2,20
Tue Jan 07 18:45:00 PST 2020,1,3,84
Tue Jan 07 18:45:00 PST 2020,2,1,6
Tue Jan 07 18:45:00 PST 2020,2,2,20
Tue Jan 07 18:45:00 PST 2020,2,3,34
Tue Jan 07 18:45:00 PST 2020,3,1,37
Tue Jan 07 18:45:00 PST 2020,3,2,20
Tue Jan 07 18:45:00 PST 2020,3,3,87
Tue Jan 07 18:45:00 PST 2020,4,1,22
Tue Jan 07 18:45:00 PST 2020,4,2,20
Tue Jan 07 18:45:00 PST 2020,4,3,90
Tue Jan 07 19:00:00 PST 2020,1,1,9
Tue Jan 07 19:00:00 PST 2020,1,2,20
Tue Jan 07 19:00:00 PST 2020,1,3,27
Tue Jan 07 19:00:00 PST 2020,2,1,43
Tue Jan 07 19:00:00 PST 2020,2,2,20
Tue Jan 07 19:00:00 PST 2020,2,3,33
Tue Jan 07 19:00:00 PST 2020,3,1,5
Tue Jan 07 19:00:00 PST 2020,3,2,20
Tue Jan 07 19:00:00 PST 2020,3,3,24
Tue Jan 07 19:00:00 PST 2020,4,1,84
Tue Jan 07 19:00:00 PST 2020,4,2,20
Tue Jan 07 19:00:00 PST 2020,4,3,61
Tue Jan 07 19:15:00 PST 2020,1,1,7
Tue Jan 07 19:15:00 PST 2020,1,2,20
Tue Jan 07 19:15:00 PST 2020,1,3,80
Tue Jan 07 19:15:00 PST 2020,2,1,76
Tue Jan 07 19:15:00 PST 2020,2,2,20
Tue Jan 07 19:15:00 PST 2020,2,3,75
Tue Jan 07 19:15:00 PST 2020,3,1,49
Tue Jan 07 19:15:00 PST 2020,3,2,20
Tue Jan 07 19:15:00 PST 2020,3,3,46
Tue Jan 07 19:15:00 PST 2020,4,1,28
Tue Jan 07 19:15:00 PST 2020,4,2,20
Tue Jan 07 19:15:00 PST 2020,4,3,77
Tue Jan 07 19:30:00 PST 2020,1,1,16
Tue Jan 07 19:30:00 PST 2020,1,2,20
Tue Jan 07 19:30:00 PST 2020,1,3,15
Tue Jan 07 19:30:00 PST 2020,2,1,82
Tue Jan 07 19:30:00 PST 2020,2,2,20
Tue Jan 07 19:30:00 PST 2020,2,3,6
Tue Jan 07 19:30:00 PST 2020,3,1,92
Tue Jan 07 19:30:00 PST 2020,3,2,20
Tue Jan 07 19:30:00 PST 2020,3,3,96
Tue Jan 07 19:30:00 PST 2020,4,1,3
Tue Jan 07 19:30:00 PST 2020,4,2,20
Tue Jan 07 19:30:00 PST 2020,4,3,54
Tue Jan 07 19:45:00 PST 2020,1,1,29
Tue Jan 07 19:45:00 PST 2020,1,2,21
Tue Jan 07 19:45:00 PST 2020,1,3,82
Tue Jan 07 19:45:00 PST 2020,2,1,149
Tue Jan 07 19:45:00 PST 2020,2,2,21
Tue Jan 07 19:45:00 PST 2020,2,3,31
Tue Jan 07 19:45:00 PST 2020,3,1,16
Tue Jan 07 19:45:00 PST 2020,3,2,21
Tue Jan 07 19:45:00 PST 2020,3,3,#NA#
Tue Jan 07 19:45:00 PST 2020,4,1,#ERROR#
Tue Jan 07 19:45:00 PST 2020,4,2,21
Tue Jan 07 19:45:00 PST 2020,4,3,54
Tue Jan 07 20:00:00 PST 2020,1,1,86
Tue Jan 07 20:00:00 PST 2020,1,2,21
Tue Jan 07 20:00:00 PST 2020,1,3,98
Tue Jan 07 20:00:00 PST 2020,2,1,#ERROR#
Tue Jan 07 20:00:00 PST 2020,2,2,21
Tue Jan 07 20:00:00 PST 2020,2,3,78
Tue Jan 07 20:00:00 PST 2020,3,1,83
Tue Jan 07 20:00:00 PST 2020,3,2,21
Tue Jan 07 20:00:00 PST 2020,3,3,1
Tue Jan 07 20:00:00 PST 2020,4,1,76
Tue Jan 07 20:00:00 PST 2020,4,2,21
Tue Jan 07 20:00:00 PST 2020,4,3,6
Tue Jan 07 20:15:00 PST 2020,1,1,48
Tue Jan 07 20:15:00 PST 2020,1,2,#ERROR#
Tue Jan 07 20:15:00 PST 2020,1,3,80
Tue Jan 07 20:15:00 PST 2020,2,1,10
Tue Jan 07 20:15:00 PST 2020,2,2,21
Tue Jan 07 20:15:00 PST 2020,2,3,33
Tue Jan 07 20:15:00 PST 2020,3,1,29
Tue Jan 07 20:15:00 PST 2020,3,2,21
Tue Jan 07 20:15:00 PST 2020,3,3,33
Tue Jan 07 20:15:00 PST 2020,4,1,90
Tue Jan 07 20:15:00 PST 2020,4,2,21
Tue Jan 07 20:15:00 PST 2020,4,3,59
Tue Jan 07 20:30:00 PST 2020,1,1,50
Tue Jan 07 20:30:00 PST 2020,1,2,21
Tue Jan 07 20:30:00 PST 2020,1,3,57
Tue Jan 07 20:30:00 PST 2020,2,1,18
Tue Jan 07 20:30:00 PST 2020,2,2,21
Tue Jan 07 20:30:00 PST 2020,2,3,79
Tue Jan 07 20:30:00 PST 2020,3,1,69
Tue Jan 07 20:30:00 PST 2020,3,2,#ERROR#
Tue Jan 07 20:30:00 PST 2020,3,3,24
Tue Jan 07 20:30:00 PST 2020,4,1,21
Tue Jan 07 20:30:00 PST 2020,4,2,21
Tue Jan 07 20:30:00 PST 2020,4,3,34
Tue Jan 07 20:45:00 PST 2020,1,1,81
Tue Jan 07 20:45:00 PST 2020,1,2,21
Tue Jan 07 20:45:00 PST 2020,1,3,31
Tue Jan 07 20:45:00 PST 2020,2,1,#NA#
Tue Jan 07 20:45:00 PST 2020,2,2,#NA#
Tue Jan 07 20:45:00 PST 2020,2,3,27
Tue Jan 07 20:45:00 PST 2020,3,1,35
Tue Jan 07 20:45:00 PST 2020,3,2,21
Tue Jan 07 20:45:00 PST 2020,3,3,12
Tue Jan 07 20:45:00 PST 2020,4,1,30
Tue Jan 07 20:45:00 PST 2020,4,2,21
Tue Jan 07 20:45:00 PST 2020,4,3,75
Tue Jan 07 21:00:00 PST 2020,1,1,2
Tue Jan 07 21:00:00 PST 2020,1,2,22
Tue Jan 07 21:00:00 PST 2020,1,3,84
Tue Jan 07 21:00:00 PST 2020,2,1,50
Tue Jan 07 21:00:00 PST 2020,2,2,22
Tue Jan 07 21:00:00 PST 2020,2,3,6
Tue Jan 07 21:00:00 PST 2020,3,1,94
Tue Jan 07 21:00:00 PST 2020,3,2,22
Tue Jan 07 21:00:00 PST 2020,3,3,52
Tue Jan 07 21:00:00 PST 2020,4,1,74
Tue Jan 07 21:00:00 PST 2020,4,2,22
Tue Jan 07 21:00:00 PST 2020,4,3,90
Tue Jan 07 21:15:00 PST 2020,1,1,53
Tue Jan 07 21:15:00 PST 2020,1,2,22
Tue Jan 07 21:15:00 PST 2020,1,3,79
Tue Jan 07 21:15:00 PST 2020,2,1,70
Tue Jan 07 21:15:00 PST 2020,2,2,22
Tue Jan 07 21:15:00 PST 2020,2,3,95
