STORE,UPC,WEEK,MOVE,QTY,PRICE,SALE,PROFIT,OK
75,4400000516,162,2,1,2.93,,26.96,1
75,4400000527,162,10,1,2.89,,25.95,1
75,4400000551,162,23,1,2.99,,25.98,1
75,4400000655,162,88,1,1.62,S,38.33,1
75,4400000720,162,431,1,1.62,S,38.33,1
75,4400003721,162,13,1,2.59,,26.02,1
75,4400003732,162,5,1,2.99,,25.98,1
75,4400004713,162,12,1,2.89,,25.95,1
75,7974600016,162,17,1,1.89,,30.37,1
100,1470001100,162,11,1,1.69,,26.03,1
100,1470001110,162,18,1,2.59,,31.38,1
100,3010016584,162,117,1,2.29,S,13.4,1
100,3010021196,162,139,1,2.29,S,13.4,1
100,3828112263,162,22,1,0.98,,32.75,1
100,3828112267,162,18,1,0.97,,32.47,1
100,3828112271,162,20,1,0.98,,32.85,1
100,3828112277,162,2,1,1.48,B,47.97,1
100,3828112289,162,6,1,1.95,,29.58,1
100,3828112409,162,11,1,0.98,,31.83,1
100,4400000516,162,13,1,2.93,,26.96,1
100,4400000527,162,15,1,2.89,,25.95,1
100,4400000551,162,66,1,2.99,,25.98,1
100,4400000655,162,128,1,1.62,S,38.33,1
100,4400000720,162,865,1,1.62,S,38.33,1
100,4400003721,162,13,1,2.59,,26.02,1
100,4400003732,162,7,1,2.99,,25.98,1
100,4400004713,162,12,1,2.89,,25.95,1
100,7974600016,162,13,1,1.89,,30.37,1
2,1470001100,163,9,1,1.69,,26.03,1
2,1470001110,163,9,1,2.59,,26.02,1
2,3010016584,163,8,1,3.05,,34.98,1
2,3010021196,163,7,1,3.05,,34.98,1
2,3828112263,163,10,1,0.95,B,33.89,1
2,3828112267,163,12,1,0.94,B,30,1
2,3828112271,163,12,1,0.95,B,30.63,1
2,3828112277,163,21,1,1.51,B,49,1
2,3828112289,163,15,1,1.89,B,27.19,1
2,3828112409,163,8,1,0.96,B,31.25,1
2,4400000516,163,14,1,2.93,,26.96,1
2,4400000527,163,29,1,2.89,,25.95,1
2,4400000551,163,38,1,2.99,,25.98,1
2,4400000655,163,7,1,3.25,,31.04,1
2,4400000720,163,22,1,3.25,,31.04,1
2,4400003721,163,15,1,2.85,,32.77,1
2,4400003732,163,6,1,2.99,,25.98,1
2,4400004713,163,12,1,2.89,,25.95,1
2,7974600016,163,13,1,1.89,,30.37,1
12,1470001100,163,8,1,1.69,,26.04,1
12,1470001110,163,10,1,2.59,,26.02,1
12,3010016584,163,21,1,3.05,,34.98,1
12,3010021196,163,31,1,3.05,B,34.98,1
12,3828112263,163,79,1,0.94,,29.57,1
12,3828112267,163,67,1,0.94,,30.32,1
12,3828112271,163,75,1,0.94,B,30,1
12,3828112277,163,25,1,1.48,,47.97,1
12,3828112289,163,31,1,1.89,,27.35,1
12,3828112409,163,43,1,0.94,,28.83,1
12,4400000516,163,8,1,2.93,,26.96,1
12,4400000527,163,25,1,2.89,,25.95,1
12,4400000551,163,36,1,2.99,,25.99,1
12,4400000655,163,2,1,3.25,,31.05,1
12,4400000720,163,18,1,3.25,,31.05,1
12,4400003721,163,23,1,2.33,,17.77,1
12,4400003732,163,3,1,2.99,,25.99,1
12,4400004713,163,11,1,2.89,,25.95,1
12,7974600016,163,10,1,1.89,,30.37,1
50,1470001100,163,6,1,1.69,,26.04,1
50,1470001110,163,8,1,2.59,,26.02,1
50,3010016584,163,17,1,3.05,,34.98,1
50,3010021196,163,22,1,3.05,B,34.98,1
50,3828112263,163,11,1,0.94,,29.57,1
50,3828112267,163,11,1,0.94,,30.32,1
50,3828112271,163,10,1,0.94,B,30,1
50,3828112277,163,8,1,1.48,,47.97,1
50,3828112289,163,13,1,1.89,,27.35,1
50,3828112409,163,8,1,0.94,,28.83,1
50,4400000516,163,9,1,2.93,,26.96,1
50,4400000527,163,7,1,2.89,,25.95,1
50,4400000551,163,35,1,2.99,,25.99,1
50,4400000655,163,4,1,3.25,,31.05,1
50,4400000720,163,9,1,3.25,,31.05,1
50,4400003721,163,5,1,2.59,,26.02,1
50,4400003732,163,4,1,2.99,,25.99,1
50,4400004713,163,8,1,2.89,,25.95,1
50,7974600016,163,16,1,1.89,,30.37,1
75,1470001100,163,15,1,1.69,,26.03,1
75,1470001110,163,5,1,2.59,,26.02,1
75,3010016584,163,15,1,3.05,,34.98,1
75,3010021196,163,7,1,3.05,,34.98,1
75,3828112263,163,14,1,0.95,B,34.84,1
75,3828112267,163,17,1,0.96,B,31.45,1
75,3828112271,163,16,1,0.95,B,30.63,1
75,3828112277,163,21,1,1.51,B,49,1
75,3828112289,163,12,1,1.91,B,27.95,1
75,3828112409,163,17,1,0.95,B,30.42,1
75,4400000516,163,7,1,2.93,,26.96,1
75,4400000527,163,14,1,2.89,,25.95,1
75,4400000551,163,36,1,2.99,,25.98,1
75,4400000655,163,4,1,3.25,,31.04,1
75,4400000720,163,13,1,3.25,,31.04,1
75,4400003721,163,14,1,2.59,,26.02,1
75,4400003732,163,5,1,2.99,,25.98,1
75,4400004713,163,9,1,2.89,,25.95,1
75,7974600016,163,11,1,1.89,,30.37,1
100,1470001100,163,16,1,1.69,,26.03,1
100,1470001110,163,21,1,2.59,,26.02,1
100,3010016584,163,45,1,3.05,,34.98,1
100,3010021196,163,53,1,3.05,,34.98,1
100,3828112263,163,17,1,0.96,B,33.75,1
100,3828112267,163,27,1,0.96,B,31.45,1
100,3828112271,163,18,1,0.94,B,29.89,1
100,3828112277,163,21,1,1.49,B,48.32,1
100,3828112289,163,11,1,1.93,B,28.7,1
100,3828112409,163,26,1,0.95,B,30.42,1
100,4400000516,163,27,1,2.93,,26.96,1
100,4400000527,163,26,1,2.89,,25.95,1
100,4400000551,163,68,1,2.99,,25.98,1
100,4400000655,163,5,1,3.25,,31.04,1
100,4400000720,163,33,1,3.25,,31.04,1
100,4400003721,163,27,1,2.59,,26.02,1
100,4400003732,163,6,1,2.99,,25.98,1
100,4400004713,163,16,1,2.89,,25.95,1
100,7974600016,163,19,1,1.89,,30.37,1
2,1470001100,164,12,1,1.69,,26.03,1
2,1470001110,164,5,1,2.59,,26.02,1
2,3010016584,164,9,1,3.05,,34.98,1
2,3010021196,164,7,1,3.05,,34.98,1
2,3828112263,164,6,1,0.74,B,12.29,1
2,3828112267,164,9,1,0.74,B,10.94,1
2,3828112271,164,13,1,0.74,B,10.94,1
2,3828112277,164,42,1,1.19,B,35.29,1
2,3828112289,164,14,1,1.49,B,7.51,1
2,3828112409,164,11,1,0.74,B,10.81,1
2,4400000516,164,10,1,2.93,,26.96,1
2,4400000527,164,21,1,2.89,,25.95,1
2,4400000551,164,35,1,2.99,,27.95,1
2,4400000655,164,5,1,3.25,,27.35,1
2,4400000720,164,31,1,3.25,,27.35,1
2,4400003721,164,16,1,2.85,,32.77,1
2,4400003732,164,9,1,2.99,,27.79,1
2,4400004713,164,14,1,2.89,,25.95,1
2,7974600016,164,11,1,1.89,,30.37,1
12,1470001100,164,14,1,1.69,,26.04,1
12,1470001110,164,14,1,2.59,,26.02,1
12,3010016584,164,4,1,3.05,,34.98,1
12,3010021196,164,11,1,3.05,,34.98,1
12,3828112263,164,102,1,0.74,,12.3,1
12,3828112267,164,70,1,0.74,B,10.95,1
12,3828112271,164,56,1,0.74,,10.95,1
12,3828112277,164,9,1,1.19,B,35.29,1
12,3828112289,164,72,1,1.49,B,7.52,1
12,3828112409,164,89,1,0.74,B,10.81,1
12,4400000516,164,7,1,2.93,,26.96,1
12,4400000527,164,19,1,2.89,,25.95,1
12,4400000551,164,37,1,2.99,,25.99,1
12,4400000655,164,2,1,3.25,,27.35,1
12,4400000720,164,33,1,3.25,,27.35,1
12,4400003721,164,16,1,2.33,,17.77,1
12,4400003732,164,1,1,2.99,,25.99,1
12,4400004713,164,17,1,2.89,,25.95,1
12,7974600016,164,27,1,1.89,,30.37,1
50,1470001100,164,7,1,1.69,,26.04,1
50,1470001110,164,10,1,2.59,,26.02,1
50,3010016584,164,10,1,3.05,,34.98,1
50,3010021196,164,7,1,3.05,,34.98,1
50,3828112263,164,6,1,0.74,,12.3,1
50,3828112267,164,9,1,0.74,B,10.95,1
50,3828112271,164,12,1,0.74,,10.95,1
50,3828112277,164,18,1,1.19,B,35.29,1
50,3828112289,164,17,1,1.49,B,7.52,1
50,3828112409,164,15,1,0.74,B,10.81,1
50,4400000516,164,8,1,2.93,,26.96,1
50,4400000527,164,10,1,2.89,,25.95,1
50,4400000551,164,29,1,2.99,,25.99,1
50,4400000655,164,4,1,3.25,,27.35,1
50,4400000720,164,38,1,3.25,,27.35,1
50,4400003721,164,7,1,2.59,,26.02,1
50,4400003732,164,8,1,2.99,,25.99,1
50,4400004713,164,7,1,2.89,,25.95,1
50,7974600016,164,8,1,1.89,,30.37,1
75,1470001100,164,19,1,1.69,,26.03,1
75,1470001110,164,3,1,2.59,,26.02,1
75,3010016584,164,6,1,3.05,,34.98,1
75,3010021196,164,4,1,3.05,,34.98,1
75,3828112263,164,21,1,0.74,B,12.29,1
75,3828112267,164,25,1,0.74,B,10.94,1
75,3828112271,164,24,1,0.74,B,10.94,1
75,3828112277,164,43,1,1.19,B,35.29,1
75,3828112289,164,30,1,1.49,B,7.51,1
75,3828112409,164,21,1,0.74,B,10.81,1
75,4400000516,164,7,1,2.93,,26.96,1
75,4400000527,164,12,1,2.89,,25.95,1
75,4400000551,164,14,1,2.99,,28.59,1
75,4400000655,164,1,1,3.25,,27.35,1
75,4400000720,164,5,1,3.25,,27.35,1
75,4400003721,164,16,1,2.59,,26.02,1
75,4400003732,164,6,1,2.99,,26.65,1
75,4400004713,164,4,1,2.89,,25.95,1
75,7974600016,164,12,1,1.89,,30.37,1
100,1470001100,164,13,1,1.69,,26.03,1
100,1470001110,164,16,1,2.59,,26.02,1
100,3010016584,164,16,1,3.05,,34.98,1
100,3010021196,164,17,1,3.05,,34.98,1
100,3828112263,164,19,1,0.74,B,12.29,1
100,3828112267,164,13,1,0.74,B,10.94,1
100,3828112271,164,6,1,0.74,B,10.94,1
100,3828112277,164,17,1,1.19,B,35.29,1
100,3828112289,164,12,1,1.49,B,7.51,1
100,3828112409,164,12,1,0.74,B,10.81,1
100,4400000516,164,23,1,2.93,,26.96,1
100,4400000527,164,18,1,2.89,,25.95,1
100,4400000551,164,60,1,2.99,,28.26,1
100,4400000655,164,1,1,3.25,,27.35,1
100,4400000720,164,30,1,3.25,,27.35,1
100,4400003721,164,18,1,2.59,,26.02,1
100,4400003732,164,8,1,2.99,,27.49,1
100,4400004713,164,9,1,2.89,,25.95,1
100,7974600016,164,15,1,1.89,,30.37,1
2,1470001100,165,24,1,1.45,,21.86,1
2,1470001110,165,10,1,2.59,,26.02,1
2,3010016584,165,6,1,3.05,,31.21,1
2,3010021196,165,3,1,3.05,,27.44,1
2,3828112263,165,12,1,0.99,,34.44,1
2,3828112267,165,3,1,0.99,,32.82,1
2,3828112271,165,4,1,0.99,,32.92,1
2,3828112277,165,25,1,1.59,,51.57,1
2,3828112289,165,10,1,1.99,,30.75,1
2,3828112409,165,5,1,0.99,,33.33,1
2,4400000516,165,14,1,2.93,,26.96,1
2,4400000527,165,15,1,2.89,,25.95,1
2,4400000551,165,105,1,2.59,S,19.18,1
2,4400000655,165,5,1,3.25,,27.35,1
2,4400000720,165,9,1,3.25,,27.35,1
2,4400003721,165,12,1,2.85,,32.77,1
2,4400003732,165,12,1,2.59,S,19.18,1
2,4400004713,165,6,1,2.89,,25.95,1
2,7974600016,165,16,1,1.89,,30.37,1
12,1470001100,165,24,1,1.69,,26.04,1
12,1470001110,165,8,1,2.59,,26.02,1
12,3010016584,165,4,1,3.05,,34.98,1
12,3010021196,165,12,1,3.05,,34.98,1
12,3828112263,165,61,1,0.99,,34.44,1
12,3828112267,165,55,1,0.99,,33.43,1
12,3828112271,165,65,1,0.99,,33.43,1
12,3828112277,165,24,1,1.59,,51.57,1
12,3828112289,165,46,1,1.99,,30.75,1
12,3828112409,165,53,1,0.99,,33.33,1
12,4400000516,165,4,1,2.93,,26.96,1
12,4400000527,165,16,1,2.89,,25.95,1
12,4400000551,165,55,1,2.59,S,19.19,1
12,4400000655,165,8,1,3.25,,27.35,1
12,4400000720,165,24,1,3.25,,27.35,1
12,4400003721,165,9,1,2.33,,17.77,1
12,4400003732,165,11,1,2.59,S,19.19,1
12,4400004713,165,16,1,2.89,,25.95,1
12,7974600016,165,22,1,1.89,,30.37,1
50,1470001100,165,14,1,1.69,,26.04,1
50,1470001110,165,9,1,2.59,,26.02,1
50,3010016584,165,7,1,3.05,,34.98,1
50,3010021196,165,11,1,3.05,,34.98,1
50,3828112263,165,7,1,0.99,,34.44,1
50,3828112267,165,1,1,0.99,,33.43,1
50,3828112271,165,9,1,0.99,,33.43,1
50,3828112277,165,9,1,1.59,,51.57,1
50,3828112289,165,9,1,1.99,,30.75,1
50,3828112409,165,5,1,0.99,,33.33,1
50,4400000516,165,8,1,2.93,,26.96,1
50,4400000527,165,7,1,2.89,,25.95,1
50,4400000551,165,53,1,2.59,S,19.19,1
50,4400000655,165,2,1,3.25,,27.35,1
50,4400000720,165,9,1,3.25,,27.35,1
50,4400003721,165,8,1,2.59,,26.02,1
50,4400003732,165,6,1,2.59,S,19.19,1
50,4400004713,165,4,1,2.89,,25.95,1
50,7974600016,165,10,1,1.89,,30.37,1
75,1470001100,165,22,1,1.56,,23.97,1
75,1470001110,165,7,1,2.59,,26.02,1
75,3010016584,165,4,1,3.05,,29.34,1
75,3010021196,165,2,1,3.05,,27.44,1
75,3828112263,165,7,1,0.99,,34.34,1
75,3828112267,165,9,1,0.99,,33.23,1
75,3828112271,165,23,1,0.99,,33.43,1
75,3828112277,165,29,1,1.59,,51.57,1
75,3828112289,165,8,1,1.99,,30.75,1
75,3828112409,165,18,1,0.99,,32.92,1
75,4400000516,165,9,1,2.93,,26.96,1
75,4400000527,165,20,1,2.89,,25.95,1
75,4400000551,165,32,1,2.59,S,19.18,1
75,4400000655,165,1,1,3.25,,27.35,1
75,4400000720,165,11,1,3.25,,27.35,1
75,4400003721,165,14,1,2.59,,26.02,1
75,4400003732,165,16,1,2.59,S,19.18,1
75,4400004713,165,7,1,2.89,,25.95,1
75,7974600016,165,12,1,1.89,,30.37,1
100,1470001100,165,30,1,1.47,,22.24,1
100,1470001110,165,18,1,2.59,,26.02,1
100,3010016584,165,12,1,3.05,,29.34,1
100,3010021196,165,8,1,3.05,,30.29,1
100,3828112263,165,11,1,0.99,,34.44,1
100,3828112267,165,9,1,0.99,,33.13,1
100,3828112271,165,10,1,0.99,,33.43,1
100,3828112277,165,24,1,1.59,,51.57,1
100,3828112289,165,14,1,1.99,,30.75,1
100,3828112409,165,14,1,0.99,,33.23,1
100,4400000516,165,16,1,2.93,,26.96,1
100,4400000527,165,27,1,2.89,,25.95,1
100,4400000551,165,74,1,2.59,S,19.18,1
100,4400000655,165,4,1,3.25,,27.35,1
100,4400000720,165,38,1,3.25,,27.35,1
100,4400003721,165,15,1,2.59,,26.02,1
100,4400003732,165,10,1,2.59,S,19.18,1
100,4400004713,165,8,1,2.89,,25.95,1
100,7974600016,165,21,1,1.89,,30.37,1
2,1470001100,166,32,1,1.29,B,18.6,1
2,1470001110,166,20,1,2.59,,26.02,1
2,3010016584,166,12,1,3.05,,27.44,1
2,3010021196,166,12,1,3.05,,27.44,1
2,3828112263,166,8,1,0.99,,30.9,1
2,3828112267,166,9,1,0.99,,30.6,1
2,3828112271,166,7,1,0.99,,30.7,1
2,3828112277,166,17,1,1.59,,51.57,1
2,3828112289,166,12,1,1.99,,29.39,1
2,3828112409,166,3,1,0.99,,29.79,1
2,4400000516,166,17,1,2.93,,26.96,1
2,4400000527,166,32,1,2.59,S,17.37,1
2,4400000551,166,60,1,2.99,,30,1
2,4400000655,166,7,1,3.25,,27.35,1
2,4400000720,166,23,1,3.25,,27.35,1
2,4400003721,166,14,1,2.85,,32.77,1
2,4400003732,166,2,1,2.99,,30,1
2,4400004713,166,18,1,2.59,S,17.37,1
2,7974600016,166,19,1,1.89,,30.37,1
12,1470001100,166,30,1,1.29,B,18.6,1
12,1470001110,166,12,1,2.59,,26.02,1
12,3010016584,166,7,1,3.05,,27.44,1
12,3010021196,166,7,1,3.05,,27.44,1
12,3828112263,166,53,1,0.99,,33.13,1
12,3828112267,166,31,1,0.99,,32.53,1
12,3828112271,166,42,1,0.99,,32.42,1
12,3828112277,166,23,1,1.59,,51.57,1
12,3828112289,166,13,1,1.99,,30.45,1
12,3828112409,166,25,1,0.99,,31.11,1
12,4400000516,166,14,1,2.93,,26.96,1
12,4400000527,166,20,1,2.59,S,17.37,1
12,4400000551,166,28,1,2.99,,30,1
12,4400000655,166,7,1,3.25,,27.35,1
12,4400000720,166,27,1,3.25,,27.35,1
12,4400003721,166,14,1,2.33,,17.77,1
12,4400003732,166,3,1,2.99,B,30,1
12,4400004713,166,18,1,2.59,B,17.37,1
12,7974600016,166,21,1,1.89,,30.37,1
50,1470001100,166,11,1,1.29,B,18.6,1
50,1470001110,166,6,1,2.59,,26.02,1
50,3010016584,166,6,1,3.05,,27.44,1
50,3010021196,166,10,1,3.05,,27.44,1
50,3828112263,166,7,1,0.99,,33.13,1
50,3828112267,166,7,1,0.99,,32.53,1
50,3828112271,166,8,1,0.99,,32.42,1
50,3828112277,166,5,1,1.59,,51.57,1
50,3828112289,166,13,1,1.99,,30.45,1
50,3828112409,166,6,1,0.99,,31.11,1
50,4400000516,166,18,1,2.93,,26.96,1
50,4400000527,166,11,1,2.59,S,17.37,1
50,4400000551,166,34,1,2.99,,30,1
50,4400000655,166,1,1,3.25,,27.35,1
50,4400000720,166,21,1,3.25,,27.35,1
50,4400003721,166,7,1,2.59,,26.02,1
50,4400003732,166,6,1,2.99,B,30,1
50,4400004713,166,11,1,2.59,B,17.37,1
50,7974600016,166,8,1,1.89,,30.37,1
75,1470001100,166,25,1,1.29,B,18.6,1
75,1470001110,166,8,1,2.59,,26.02,1
75,3010016584,166,8,1,3.05,,27.44,1
75,3010021196,166,3,1,3.05,,27.44,1
75,3828112263,166,6,1,0.99,,30.9,1
75,3828112267,166,12,1,0.99,,30.6,1
75,3828112271,166,20,1,0.99,,30.7,1
75,3828112277,166,16,1,1.59,,51.57,1
75,3828112289,166,15,1,1.99,,29.39,1
75,3828112409,166,13,1,0.99,,29.79,1
75,4400000516,166,4,1,2.93,,26.96,1
75,4400000527,166,15,1,2.59,S,17.37,1
75,4400000551,166,18,1,2.99,,30,1
75,4400000655,166,5,1,3.25,,27.35,1
75,4400000720,166,13,1,3.25,,27.35,1
75,4400003721,166,10,1,2.59,,26.02,1
75,4400003732,166,2,1,2.99,,30,1
75,4400004713,166,11,1,2.59,S,17.37,1
75,7974600016,166,17,1,1.89,,30.37,1
100,1470001100,166,70,1,1.29,B,18.6,1
100,1470001110,166,21,1,2.59,,26.02,1
100,3010016584,166,18,1,3.05,,27.44,1
100,3010021196,166,18,1,3.05,,27.44,1
100,3828112263,166,12,1,0.99,,30.9,1
100,3828112267,166,15,1,0.99,,30.6,1
100,3828112271,166,16,1,0.99,,30.7,1
100,3828112277,166,18,1,1.59,,51.57,1
100,3828112289,166,19,1,1.99,,29.39,1
100,3828112409,166,15,1,0.99,,29.79,1
100,4400000516,166,14,1,2.93,,26.96,1
100,4400000527,166,30,1,2.59,S,17.37,1
100,4400000551,166,64,1,2.99,,30,1
100,4400000655,166,6,1,3.25,,27.35,1
100,4400000720,166,25,1,3.25,,27.35,1
100,4400003721,166,15,1,2.59,,26.02,1
100,4400003732,166,9,1,2.99,,30,1
100,4400004713,166,8,1,2.59,S,17.37,1
100,7974600016,166,5,1,1.89,,30.37,1
2,1470001100,167,21,1,1.38,B,23.91,1
2,1470001110,167,10,1,2.59,,26.02,1
2,3010016584,167,6,1,3.05,,27.44,1
2,3010021196,167,6,1,3.05,,27.44,1
2,3828112263,167,8,1,0.99,,30.9,1
2,3828112267,167,12,1,0.99,,30.6,1
2,3828112271,167,12,1,0.99,,30.7,1
2,3828112277,167,35,1,1.59,,51.57,1
2,3828112289,167,22,1,1.99,,29.69,1
2,3828112409,167,9,1,0.99,,29.69,1
2,4400000516,167,30,1,2.93,,26.96,1
2,4400000527,167,23,1,2.89,,25.95,1
2,4400000551,167,39,1,2.99,,29.49,1
2,4400000655,167,3,1,3.25,,27.35,1
2,4400000720,167,26,1,3.25,,27.35,1
2,4400003721,167,19,1,2.85,,32.77,1
2,4400003732,167,7,1,2.99,,30,1
2,4400004713,167,10,1,2.89,,25.95,1
2,7974600016,167,14,1,1.89,,30.37,1
12,1470001100,167,30,1,1.29,B,18.6,1
12,1470001110,167,13,1,2.59,,26.02,1
12,3010016584,167,4,1,3.05,,27.44,1
12,3010021196,167,5,1,3.05,,27.44,1
12,3828112263,167,22,1,0.99,,30.91,1
12,3828112267,167,19,1,0.99,,30.61,1
12,3828112271,167,24,1,0.99,,30.71,1
12,3828112277,167,25,1,1.59,,51.57,1
12,3828112289,167,21,1,1.99,,29.4,1
12,3828112409,167,22,1,0.99,,29.7,1
12,4400000516,167,14,1,2.93,,26.96,1
12,4400000527,167,22,1,2.89,B,25.95,1
12,4400000551,167,44,1,2.99,,30,1
12,4400000655,167,6,1,3.25,,27.35,1
12,4400000720,167,44,1,3.25,,27.35,1
12,4400003721,167,24,1,2.33,,17.77,1
12,4400003732,167,4,1,2.99,,30,1
12,4400004713,167,12,1,2.89,B,25.95,1
12,7974600016,167,32,1,1.89,,30.37,1
50,1470001100,167,14,1,1.29,B,18.6,1
50,1470001110,167,13,1,2.59,,26.02,1
50,3010016584,167,10,1,3.05,,27.44,1
50,3010021196,167,15,1,3.05,,27.44,1
50,3828112263,167,3,1,0.99,,30.91,1
50,3828112267,167,3,1,0.99,,30.61,1
50,3828112271,167,10,1,0.99,,30.71,1
50,3828112277,167,16,1,1.59,,51.57,1
50,3828112289,167,12,1,1.99,,29.4,1
50,3828112409,167,9,1,0.99,,29.7,1
50,4400000516,167,9,1,2.93,,26.96,1
50,4400000527,167,10,1,2.89,B,25.95,1
50,4400000551,167,25,1,2.99,,30,1
50,4400000655,167,4,1,3.25,,27.35,1
50,4400000720,167,24,1,3.25,,27.35,1
50,4400003721,167,6,1,2.59,,26.02,1
50,4400003732,167,4,1,2.99,,30,1
50,4400004713,167,4,1,2.89,B,25.95,1
50,7974600016,167,7,1,1.89,,30.37,1
75,1470001100,167,28,1,1.35,B,22.22,1
75,1470001110,167,8,1,2.59,,26.02,1
75,3010016584,167,11,1,3.05,,27.44,1
75,3010021196,167,3,1,3.05,,27.44,1
75,3828112263,167,12,1,0.99,,30.9,1
75,3828112267,167,15,1,0.99,,30.6,1
75,3828112271,167,19,1,0.99,,30.7,1
75,3828112277,167,21,1,1.59,,51.57,1
75,3828112289,167,7,1,1.99,,29.69,1
75,3828112409,167,15,1,0.99,,29.69,1
75,4400000516,167,13,1,2.93,,26.96,1
75,4400000527,167,7,1,2.89,,25.95,1
75,4400000551,167,36,1,2.99,,30,1
75,4400000655,167,1,1,3.25,,27.35,1
75,4400000720,167,15,1,3.25,,27.35,1
75,4400003721,167,23,1,2.59,,26.02,1
75,4400003732,167,8,1,2.99,,30,1
75,4400004713,167,14,1,2.89,,25.95,1
75,7974600016,167,12,1,1.89,,30.37,1
100,1470001100,167,32,1,1.31,B,19.84,1
100,1470001110,167,24,1,2.59,,26.02,1
100,3010016584,167,10,1,3.05,,27.44,1
100,3010021196,167,14,1,3.05,,27.44,1
100,3828112263,167,14,1,0.99,,30.9,1
100,3828112267,167,18,1,0.99,,30.6,1
100,3828112271,167,13,1,0.99,,30.7,1
100,3828112277,167,32,1,1.59,,51.57,1
100,3828112289,167,26,1,1.99,,29.69,1
100,3828112409,167,22,1,0.99,,29.69,1
100,4400000516,167,16,1,2.93,,26.96,1
100,4400000527,167,32,1,2.89,,25.95,1
100,4400000551,167,86,1,2.99,,29.39,1
100,4400000655,167,12,1,3.25,,27.35,1
100,4400000720,167,43,1,3.25,,27.35,1
100,4400003721,167,34,1,2.59,,26.02,1
100,4400003732,167,9,1,2.99,,28.22,1
100,4400004713,167,7,1,2.89,,25.95,1
100,7974600016,167,17,1,1.89,,30.37,1
2,1470001100,168,8,1,1.5,B,30,1
2,1470001110,168,11,1,2.59,,26.02,1
2,3010016584,168,8,1,3.05,,27.44,1
2,3010021196,168,12,1,3.05,,27.44,1
2,3828112263,168,2,1,0.99,,30.9,1
2,3828112267,168,12,1,0.99,,30.6,1
2,3828112271,168,5,1,0.99,,30.7,1
2,3828112277,168,26,1,1.59,,51.57,1
2,3828112289,168,13,1,1.99,,29.69,1
2,3828112409,168,9,1,0.99,,29.69,1
2,4400000516,168,13,1,2.93,,30.03,1
2,4400000527,168,14,1,2.89,,25.95,1
2,4400000551,168,24,1,2.99,,25.98,1
2,4400000655,168,6,1,3.25,,27.35,1
2,4400000720,168,15,1,3.25,,27.35,1
2,4400003721,168,8,1,2.85,,32.77,1
2,4400003732,168,4,1,2.99,,25.98,1
2,4400004713,168,11,1,2.89,,25.95,1
2,7974600016,168,17,1,1.89,,30.37,1
12,1470001100,168,9,2,3,S,30,1
12,1470001110,168,7,1,2.59,,26.02,1
12,3010016584,168,6,1,3.05,,27.44,1
12,3010021196,168,5,1,3.05,,27.44,1
12,3828112263,168,29,1,0.99,,30.91,1
12,3828112267,168,7,1,0.99,,30.61,1
12,3828112271,168,25,1,0.99,,30.71,1
12,3828112277,168,14,1,1.59,,51.57,1
12,3828112289,168,9,1,1.99,,29.7,1
12,3828112409,168,38,1,0.99,,29.7,1
12,4400000516,168,4,1,2.93,,26.96,1
12,4400000527,168,17,1,2.89,,25.95,1
12,4400000551,168,29,1,2.99,,25.99,1
12,4400000655,168,4,1,3.25,,27.35,1
12,4400000720,168,31,1,3.25,,27.35,1
12,4400003721,168,17,1,2.33,,17.77,1
12,4400003732,168,4,1,2.99,,25.99,1
12,4400004713,168,9,1,2.89,,25.95,1
12,7974600016,168,26,1,1.89,,30.37,1
50,1470001100,168,9,2,3,S,30,1
50,1470001110,168,12,1,2.59,,26.02,1
50,3010016584,168,6,1,3.05,,27.44,1
50,3010021196,168,11,1,3.05,,27.44,1
50,3828112263,168,5,1,0.99,,30.91,1
50,3828112267,168,7,1,0.99,,30.61,1
50,3828112271,168,5,1,0.99,,30.71,1
50,3828112277,168,13,1,1.59,,51.57,1
50,3828112289,168,16,1,1.99,,29.7,1
50,3828112409,168,8,1,0.99,,29.7,1
50,4400000516,168,1,1,2.93,,26.96,1
50,4400000527,168,9,1,2.89,,25.95,1
50,4400000551,168,22,1,2.99,,25.99,1
50,4400000655,168,2,1,3.25,,27.35,1
50,4400000720,168,56,1,3.25,,27.35,1
50,4400003721,168,2,1,2.59,,26.02,1
50,4400003732,168,4,1,2.99,,25.99,1
50,4400004713,168,3,1,2.89,,25.95,1
50,7974600016,168,10,1,1.89,,30.37,1
75,1470001100,168,25,1,1.5,B,30,1
75,1470001110,168,10,1,2.59,,26.02,1
75,3010016584,168,2,1,3.05,,27.44,1
75,3010021196,168,2,1,3.05,,27.44,1
75,3828112263,168,4,1,0.99,,30.9,1
75,3828112267,168,12,1,0.99,,30.6,1
75,3828112271,168,15,1,0.99,,30.7,1
75,3828112277,168,17,1,1.59,,51.57,1
75,3828112289,168,8,1,1.99,,29.69,1
75,3828112409,168,9,1,0.99,,29.69,1
75,4400000516,168,10,1,2.93,,30.44,1
75,4400000527,168,8,1,2.89,,25.95,1
75,4400000551,168,31,1,2.99,,25.98,1
75,4400000655,168,2,1,3.25,,27.35,1
75,4400000720,168,14,1,3.25,,27.35,1
75,4400003721,168,6,1,2.59,,26.02,1
75,4400003732,168,5,1,2.99,,25.98,1
75,4400004713,168,4,1,2.89,,25.95,1
75,7974600016,168,12,1,1.89,,30.37,1
100,1470001100,168,29,1,1.5,B,30,1
